the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.098833567528 29.975817541122),1154676,BEVI SEAFOOD CO.,236 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-236-8378,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JKBV SEAFOOD  LLC,3671680.87079,538801.600009
POINT (-90.076989294557 29.951922709288),1154879,CSC INVESTMENTS LLC,31 MCALLISTER DR,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PANERA BREAD,3678691.8167,530187.70942
POINT (-90.074353187623 29.948378537828),1155418,POKE LOA,939 GIROD ST,,NEW ORLEANS,LA,70113,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),POKE LOA SOUTH MARKET LLC,3679540.74101,528908.080576
POINT (-90.060249261674 29.959460656626),1155020,GAZEBO CAFE,1016 DECATUR ST,,NEW ORLEANS,LA,70116,504-527-5001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GAZEBO CAFE, LLC",3683962.34677,532987.291588
POINT (-90.058320516529 29.9610810131),1154749,CAFE FLEUR DE LIS,91 FRENCH MARKET PL,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MIAMI NOLA ENTERPRISES, LLC",3684566.50978,533583.303365
POINT (-90.099507779003 29.975008638234),1155737,VENEZIA RESTAURANT,134 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VENEZIA INC,3671470.58945,538505.152521
POINT (-90.065461451216 29.944388357298),1155017,GALLIANO,200 JULIA ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GALLIANO RESTAURANT, LLC",3682372.599,527488.154111
POINT (-90.077057031254 29.983604495263),1154969,FAIRGROUNDS RACE COURSE,1751 GENTILLY BLVD,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CHURCHILL DOWNS LA A HORCO, LLC",3678544.05627,541708.166924
POINT (-90.068179646918 29.947655405438),1155044,GYU-KAKU NOLA,400 LAFAYETTE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ABSOLUTE CDK GROUP,LLC",3681498.65909,528666.656768
POINT (-90.065417818841 29.943980433039),1155487,ROCK N SAKE,823 FULTON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROCK-N-SAKE OF NEW ORLEANS, L.L.C.",3682388.0582,527339.970943
POINT (-89.970397591337 30.018427346411),1155534,SISTERS N DA EAST,9901 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TATE, GLENN E.",3712157.88626,554756.899864
POINT (-90.058848299515 29.988513767501),1155753,WAFFLE HOUSE 1999,2940 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,504-947-4407,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WAFFLE HOUSE, INC",3684288.43906,543557.021134
POINT (-90.088813687171 29.929605952739),1155654,THE ELMS MANSION,3029 ST CHARLES AVE,,NEW ORLEANS,LA,70115,504-250-3747,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE VAN BENTHUYSEN-ELMS MANSION,3675035.57947,522031.654074
POINT (-89.973704291883 30.031837326059),1155456,RED APPLE,9954 LAKE FOREST BLVD,,NEW ORLEANS,LA,70127,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JIANG & ZHENG, LLC",3711053.61509,559620.834333
POINT (-90.076989294557 29.951922709288),1154642,AVO,5908 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TWO BOOTS,LLC",3678691.8167,530187.70942
POINT (-90.058518979169 29.971593574983),1155696,THE SUPERB PEARL,1400 FRENCHMEN ST,,NEW ORLEANS,LA,70112,(504)975-5241,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE SUPERB PEARL LLC,3684461.13884,537405.360584
POINT (-90.11307422733 29.959752620029),1154941,DUNBAR'S CREOLE CUISINE,7834 EARHART BLVD,,NEW ORLEANS,LA,70125,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DUNBAR'S CREOLE CUISINE LLC,3667234.62676,532911.476036
POINT (-90.082706506995 29.926252649772),1155567,STARBUCKS COFFEE #6314,2801 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STARBUCKS CORPORATION,3676983.25518,520833.333881
POINT (-90.1066060432 29.934915815268),1155274,MOJO COFFEE HOUSE,4700 FRERET ST,,NEW ORLEANS,LA,70115,504-610-8771,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),MOJO COFFEE HOUSE,3669379.41377,523901.745852
POINT (-90.093988045562 29.926026650847),1155666,THE LIBRARY OF NEW ORLEANS,3629 PRYTANIA ST,,NEW ORLEANS,LA,70115,985 768 1209,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ORLEANS JAZZ 'N BLUES VENUE, INC",3673410.74836,520712.326393
POINT (-90.076989294557 29.951922709288),1154857,COPPER VINE,1009 POYDRAS STREET,STE B,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RAMPART 442, LLC",3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),1154864,COUNTRY FLAME MAYRA,620 IBERVILLE ST,,NEW ORLEANS,LA,70130,504-522-1138,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COUNTRY FLAME MAYRA LLC,3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),1154910,DILLARD UNIVERSITY - SODEXO FOOD SER,2601 GENTILLY BLVD,,NEW ORLEANS,LA,70122,716-633-2222,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SODEXO MANAGEMENT INC,3678691.8167,530187.70942
POINT (-90.068525609614 29.956928522816),1154900,DEJA VU,400 DAUPHINE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CRESCENT CITY DEJA VU, L,L,C.",3681351.87874,532037.492419
POINT (-90.065729264635 29.948295370012),1155500,RUTH'S CHRIS STEAK HOUSE,228 POYDRAS ST,"SUITE ""A""",NEW ORLEANS,LA,70130,504-587-7099,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RCSH OPERATIONS, LLC",3682272.06844,528907.947328
POINT (-90.037660316456 30.004497931093),1154720,BURGER KING #5783,4454 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3690929.73564,549444.688979
POINT (-90.085038086241 29.98093575373),1155513,SANTA FE RESTAURANT,3201 ESPLANADE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SANTA FE NOLA, LLC",3676028.10619,540710.096843
POINT (-90.07249343416 29.952586815966),1154613,ALOFT NEW ORLEANS DOWNTOWN,225 BARONNE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HRI LODGING LLC,3680112.84251,530444.840962
POINT (-90.063233957185 29.956002452179),1155378,PAT OBRIENS BAR,600 DECATUR ST,368,NEW ORLEANS,LA,70130,504-525-4823,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PAT O'BRIEN'S BAR INC,3683031.20853,531719.273731
POINT (-90.040001362363 29.93042416988),1155569,"STEAKMANS CORNER ,LLC",1723 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"STEAKMANS CORNER ,LLC",3690492.83241,522500.40025
POINT (-90.087864210899 29.966244888735),1154719,BURGER KING #502,2727 CANAL ST,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3675191.49614,535358.198534
POINT (-90.06546286529 29.958612345015),1154860,CORNET,700 BOURBON ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NICHOLOS S KARNO IV INC,3682314.919,532660.51034
POINT (-90.067741906956 29.951911435443),1155530,SHERATON NEW ORLEANS HOTEL & RESTAURANT,500 CANAL ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SHERATON OPERATING CORP ATTN ACCOUNTS PAYABLE,3681620.18831,530215.835265
POINT (-90.088190610082 29.961695505466),1154971,FARMACY,2540 BANKS ST,,NEW ORLEANS,LA,70119,504-628-0557,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),STRANGE BREW NOLA LLC,3675106.12859,533702.746885
POINT (-90.0606774424 30.012200986595),1154921,DOMINO'S PIZZA,5240 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPM PIZZA LLC,3683613.75701,552164.179926
POINT (-90.134103679583 29.944238651479),1155463,REFUEL CAFE,8124 HAMPSON ST,,NEW ORLEANS,LA,70118,504-872-0187,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"REFUEL CAFE, LLC",3660634.86394,527199.692415
POINT (-90.04179032971 29.962072302122),1155402,PIZZA DELICIOUS,617 DESIRE ST,,NEW ORLEANS,LA,70117,917-952-1921,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),2309 JEFF LLC,3689796.49046,534002.390469
POINT (-90.080511351751 29.934438032544),1155392,PHO KANG,2135 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PHO KANG ,LLC",3677646.01998,523817.429243
POINT (-89.956762236637 30.041817929488),1155606,SUPER CAJUN SEAFOOD,5971 BULLARD AVE,,NEW ORLEANS,LA,70128,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TONY & JOHNNY,LLC",3716370.61938,563314.1576
POINT (-90.108588204166 29.98469237326),1155491,ROSEDALE,801 ROSEDALE DR,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SPICER ROSEDALE INC,3668558.15226,541995.698764
POINT (-90.088753150506 29.945576764516),1155077,HYSTER'S BARBQUE,2000 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-522-3028,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MRS. HYSTER'S BARBEQUE I,3674991.67361,527839.434367
POINT (-90.071923246882 29.954761917969),1154842,CLEO'S,940 CANAL ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AL MADKOUR,LLC",3680284.69256,531237.775298
POINT (-90.074081708859 29.941358249238),1155638,THAT'S AMORE PIZZERIA ST CHARLES AVE,1205 ST CHARLES AVE,STE C,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JAZZ VENTURE,LLC",3679654.76706,526356.192382
POINT (-90.119737328102 29.956246926158),1154717,BURGER KING #295,2423 S CARROLLTON AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3665138.3129,531614.262851
POINT (-90.117599871971 30.005572416608),1154790,CHAPS CHICKEN,206 W HARRISON AVE,STE C,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAR LYNN OF LOUISIANA, LLC",3665624.8368,549558.149971
POINT (-90.074898739693 29.930980437234),1155394,PHO-NOI-VIET,2005 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-592-3399,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PHO NOI-VIET, LLC",3679437.45999,522579.60281
POINT (-89.988531684314 30.027775943844),1155258,MERMAIDS,8700 LAKE FOREST BLVD,,NEW ORLEANS,LA,70127,504-235-5513,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MERMAIDS LLC,3706379.43159,558088.596379
POINT (-90.076989294557 29.951922709288),1155563,STARBUCKS COFFEE #27890,601 POYDRAS,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),STARBUCKS CORPORATION,3678691.8167,530187.70942
POINT (-90.134368497963 29.942565436526),1154651,BANGKOK THAI RESTAURANT,513 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),VILAY LLC,3660557.36486,526590.369534
POINT (-90.076989294557 29.951922709288),1154677,BIENVILLE CLUB BAR,666 GRAVIER ST,,NEW ORLEANS,LA,70130,504-585-0361,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LE MOYNE DE BIENVILLE CLUB BAR, LLC",3678691.8167,530187.70942
POINT (-90.066290637316 29.958045729689),1155694,THE STEAK PIT,609 BOURBON ST,,NEW ORLEANS,LA,70130,504-595-3172,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NICHOLAS S KARNO VII, INC",3682055.08853,532451.568579
POINT (-90.009233646553 30.010985882856),1155199,LUCKY JEAN SEAFOOD,6746 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"JT ORLEANS,LLC",3699899.42436,551906.801622
POINT (-90.106399960892 29.920688958963),1155611,SURREY'S UPTOWN LLC,4807 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-895-5757,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GKSIR LLC,3669500.0795,518729.036791
POINT (-90.101514647019 29.926301406309),1154972,FAT HARRY'S,4330 ST CHARLES AVE,,NEW ORLEANS,LA,70115-4742,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FAT HARRY'S INC,3671025.63707,520786.529849
POINT (-90.073067433304 29.964906713865),1155532,SIDNEY'S SNOWBALLS LLC,767 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),SIDNEY'S SNOWBALLS LLC,3679881.80463,534922.813446
POINT (-90.11824798931 30.005612350429),1155640,THE BACKYARD,244 W HARRISON AVE,,NEW ORLEANS,LA,70124,512-689-5613,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE BACKYARD, LLC",3665419.55616,549570.495635
POINT (-90.082619230862 29.925978677864),1155688,THE RUBY SLIPPER CAFE,2802 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE RUBY SLIPPER CAFE,LLC",3677011.98709,520734.009401
POINT (-90.114313356062 29.916068439134),1154599,5300 TCHIPOTOULAS STREET D2,5300 TCHOUPITOULAS ST,D2,NEW ORLEANS,LA,,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"B E D CAFE, LLC",3667011.26394,517022.092213
POINT (-90.056195627453 29.96454632524),1155603,SUKHOTHAI,2200 ROYAL ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROYAL TRADING,LLC",3685225.28021,534850.911046
POINT (-90.116046070744 29.920755530387),1155620,TACEAUX LOCEAUX,737 OCTAVIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),737 OCTAVIA LLC,3666444.2674,518720.655159
POINT (-90.106055865833 29.96904589663),1155306,NAMESE,4077 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CONNECTING EXPRESS, LLC",3669420.73556,536314.603975
POINT (-90.099151854269 29.97701915713),1155367,PANERA BREAD,309 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,423-599-7105,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CSC INVESTMENTS, LLC",3671575.39815,539237.468938
POINT (-90.094318456435 29.925915495104),1154639,AUGUST MOON,3635 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CINDY & JOSEPH, LLC",3673306.52859,520670.774201
POINT (-90.098125957116 29.976176340146),1155084,IKURA HIBACHI & SUSHI,310 N CARROLLTON AVE,STE #100,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PJY HOLDINGS,LLC",3671903.48673,538934.487562
POINT (-90.038174393324 30.00266791555),1155589,SUBWAY #30109,4300 OLD GENTILLY RD,,NEW ORLEANS,LA,70126,504-417-3282,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),PANNU ENT FIVE LLC,3690774.55344,548777.385939
POINT (-90.084245919433 29.980522514741),1154593,1000 FIGS,3141 PONCE DE LEON ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE SUNNY KITCHEN,LLC",3676280.52334,540562.560011
POINT (-90.101398771022 29.951728356021),1154903,DEM FIRE SNOWBALLS,4100 WASHINGTON AVE,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JAVON HORN,3670962.93166,530033.107713
POINT (-90.116926417286 30.005801467144),1154810,CHEZ PIERRE FRENCH BAKERY & CAFE,141 W HARRISON AVE,A,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHEZ PIERRE FRENCH BAKERY & CAFE,3665837.09895,549643.704148
POINT (-90.112068420255 30.021169527493),1155485,ROBERT E LEE SUBWAY,115 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,504-282-2267,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),IVAN D WARNER III,3667315.06996,555248.522073
POINT (-90.067104451072 29.955970370201),1155159,LATROBE'S ON ROYAL,707 CONTI ST,,NEW ORLEANS,LA,70130,504-523-5292,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LATROBE'S ON ROYAL LLC,3681805.73762,531694.043075
POINT (-90.096897334108 29.977332148341),1154845,CMRG NOLA 3 LLC,520 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,214-770-0217,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CMRG NOLA 3 LLC,3672287.9202,539358.979274
POINT (-90.057936447488 29.964384111481),1155225,MARIGNY BRASSERIE,640 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SOUTHEAST RESTAURANT GROUP-MARIGNY,LLC",3684674.75036,534785.78471
POINT (-90.076705371867 29.944927059752),1155368,PAPA JOHN'S,1029 ORETHA CASTLE HALEY BLVD,STE B,NEW ORLEANS,LA,70113,504-228-4420,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LMT SERVICES LLC DOWNTOWN,3678809.62363,527644.820031
POINT (-90.099218798442 29.975434311456),1155628,TAQUERIA GUERRERO MEXICO,208 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-484-6959,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"TAQUERIA GUERRERO MEXICO, INC.",3671560.41127,538660.928969
POINT (-90.099151854269 29.97701915713),1155406,PIZZA HUT #029429,309 N CARROLLTON AVE,STE:4,NEW ORLEANS,LA,70119,504-482-6111,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HORIZON RIVER RESTAURANTS LLC,3671575.39815,539237.468938
POINT (-90.086676886734 29.924174489779),1154648,BALCONY BAR & CAFE,1104 HARMONY ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BALCONY BAR & CAFE, INC",3675733.8708,520063.935736
POINT (-90.076989294557 29.951922709288),1155202,LULA RESTAURANT DISTILLERY,1532 SAINT CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LULA HOLDINGS, LLC",3678691.8167,530187.70942
POINT (-90.077670513593 29.936547397776),1155074,HOUSTON'S RESTAURANT,1755 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-261-9732,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"HILLSTONE RESTAUTRANT GROUP, INC.",3678537.36731,524594.319356
POINT (-90.076989294557 29.951922709288),1155535,SKINNY'S TAVERN & MARIE'S KITCHEN,3829 CLEMATIS ST,,NEW ORLEANS,LA,70122,504-304-1382,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),J & M RESTAURANT CORP,3678691.8167,530187.70942
POINT (-90.123568057604 29.941215470893),1154873,CREPES A LA CART,1039 BROADWAY ST,FRONT,NEW ORLEANS,LA,70118,504-831-0905,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CREPES A LA CART LLC,3663983.01044,526135.42227
POINT (-90.067759946426 29.94219536576),1155501,RYE & PIE PIZZA BAR,404 ANDREW HIGGINS DR,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RYE & PIE PIZZA BAR, LLC",3681653.4989,526682.656062
POINT (-90.05879051296 29.960946434391),1154907,DIAN XIN RESTAURANT,1218 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DIAN XIN LLC,3684418.23618,533532.710021
POINT (-90.088279453119 29.966709968612),1155233,MC DONALD'S RESTAURANT,2757 CANAL ST,,NEW ORLEANS,LA,70119-5501,985-651-8246,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CLB INVESTMENTS,LLC",3675058.1844,535525.890502
POINT (-90.129864573612 29.942017449642),1155756,WAFFLES ON MAPLE LLC,7712 MAPLE ST,,NEW ORLEANS,LA,70118,504-889-7642,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WAFFLES ON MAPLE LLC,3661985.83559,526406.053502
POINT (-90.060422683458 29.967404275542),1155158,LANGLOIS CULINARY CROSSROADS,1841 N RAMPART ST,,NEW ORLEANS,LA,70116,504-934-1010,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LANGLOIS NOLA LLC,3683875.34473,535875.274887
POINT (-90.076989294557 29.951922709288),1154635,AT THE AVENUE,1416-18 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-676-8480,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AT THE AVENUE, INC",3678691.8167,530187.70942
POINT (-90.067266974529 30.02762669913),1154799,CHARTWELLS DINING SERVICES,6657 FOUNDERS RD,101,NEW ORLEANS,LA,70148,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"COMPASS GROUP USA, INC",3681466.36373,557750.487259
POINT (-90.109531828691 29.920606381511),1155711,TITO'S CEVICHE & PISCO LLC,5015 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),TITO'S CEVICHE & PISCO LLC,3668508.33281,518688.399159
POINT (-90.070241363563 29.938093454578),1155637,THALIA RESTAURANT,1245 CONSTANCE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THALIA LLC,3680884.08623,525182.381629
POINT (-90.079610302433 29.974907895449),1155268,MING GARDEN,1151 N BROAD ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MING GARDEN,3677770.3819,538536.896457
POINT (-90.13069134041 29.948247683366),1154940,DTB SOCIAL HOUSE,8201 OAK ST,STE:100,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DTB SOCIAL HOUSE LLC,3661700.22144,528668.85696
POINT (-90.021900610937 29.939928124141),1155480,RIO GRANDE TACOS,3211 GENERAL MEYER AVE,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RIO GRANDE TACOS,LLC",3696186.36886,526021.526334
POINT (-90.059330615104 29.960495385098),1154983,FIORELLA'S,1136 DECATUR ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FIORELLA'S ON DECATUR INC,3684249.04399,533366.790084
POINT (-90.088101300728 29.945909330982),1154832,CHURCH'S CHICKEN #1153,1600 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-572-9821,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CAJUN OPERETING COMPANY,3675196.79099,527962.610879
POINT (-90.087499733081 29.923371207513),1154628,ARANA TAQUERIA,3242 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),3242 MAGAZINE STREET LLC,3675476.40699,519768.998648
POINT (-90.103059622398 30.003716901202),1154916,DIXIE CHICKEN & RIBS,6264 ARGONNE BLVD,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DIXIE CHICKEN &  RIBS LLC,3670234.01422,548932.527507
POINT (-89.955517026745 30.040082731647),1154930,DON VILLAVASO,5931 BULLARD AVE,,NEW ORLEANS,LA,70128,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DON VILLAVASO LLC,3716772.1614,562687.909664
POINT (-90.068797991638 29.955838482173),1154630,ARNAUD'S RESTAURANT,813 BIENVILLE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ARNAUD'S RESTAURANT,INC",3681270.00348,531640.161347
POINT (-90.048519769204 29.972746373612),1154713,BURGER KING #1182,2600 N ROBERTSON ST,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3687622.21071,537859.920073
POINT (-90.129972208756 29.947383898266),1155498,RUE DE LA COURSE,1140 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-522-8497,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RACE STREET INC,3661931.25363,528357.142144
POINT (-90.070278403843 29.950244964209),1155088,INTER CONTINENTAL,444 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),NORTHWEST AIRMOTIVE INC,3680823.64776,529600.982337
POINT (-90.108934092309 29.934801421723),1155003,FRERET BEER ROOM,5018 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRERET BEER ROOM, LLC",3668642.51809,523852.261883
POINT (-90.074694855444 30.006268607381),1155582,SUBWAY,4708 PARIS AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"OSITA ENTERPRISES, LLC",3679201.30895,549957.930324
POINT (-90.065143576983 29.955858851912),1155671,THE NAPOLEON HOUSE  BAR & REST,500 CHARTRES ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE NAPOLEON CORPORATION,3682427.10152,531660.357699
POINT (-90.064120438529 29.957413950905),1155619,TABLEAU,616 ST PETER ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LE PETIT RESTAURANT LLC,3682744.81724,532229.435907
POINT (-89.926613166867 30.030608150122),1154624,APPLEGOLD BUFFET,13344 CHEF MENTEUR HWY,STE J,NEW ORLEANS,LA,70129,504-251-2474,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),APPLEGOLD INC,3725959.09881,559353.725917
POINT (-90.054206857653 30.028183997923),1154632,ASIAN PANDA,6600 FRANKLIN AVE,A-6,NEW ORLEANS,LA,70122,504-288-3378,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ASIAN PANDA LLC,3685596.64431,557999.040667
